PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Shutler, JD; Smyth, TJ; Land, PE; Groom, SB				Shutler, JD; Smyth, TJ; Land, PE; Groom, SB			A near-real time automatic MODIS data processing system	INTERNATIONAL JOURNAL OF REMOTE SENSING																Groom, Steve/A-1355-2012; Smyth, Tim/D-2008-2012	Smyth, Tim/0000-0003-0659-1422												0143-1161					MAR 10	2005	26	5					1049	1055		10.1080/01431160412331299244								WOS:000226864100019						
J	Schuller, L; Bennartz, R; Fischer, J; Brenguier, JL				Schuller, L; Bennartz, R; Fischer, J; Brenguier, JL			An algorithm for the retrieval of droplet number concentration and geometrical thickness of stratiform marine boundary layer clouds applied to MODIS radiometric observations	JOURNAL OF APPLIED METEOROLOGY																Bennartz, Ralf/F-3760-2010													0894-8763					JAN	2005	44	1					28	38		10.1175/JAM-2185.1								WOS:000227145800003						
J	Coakley, JA; Friedman, MA; Tahnk, WR				Coakley, JA; Friedman, MA; Tahnk, WR			Retrieval of cloud properties for partly cloudy imager pixels	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					JAN	2005	22	1					3	17		10.1175/JTECH-1681.1								WOS:000227006800001						
J	Wood, R; Bretherton, CS				Wood, R; Bretherton, CS			Boundary layer depth, entrainment, and decoupling in the cloud-capped subtropical and tropical marine boundary layer	JOURNAL OF CLIMATE																Wood, Robert/A-2989-2008	Wood, Robert/0000-0002-1401-3828												0894-8755					SEP	2004	17	18					3576	3588		10.1175/1520-0442(2004)017<3576:BLDEAD>2.0.CO;2								WOS:000224144800007						
J	Blondeau-Patissier, D; Tilstone, GH; Martinez-Vicente, V; Moore, GF				Blondeau-Patissier, D; Tilstone, GH; Martinez-Vicente, V; Moore, GF			Comparison of bio-physical marine products from SeaWiFS, MODIS and a bio-optical model with in situ measurements from Northern European waters	JOURNAL OF OPTICS A-PURE AND APPLIED OPTICS																Martinez-Vicente, Victor/F-5131-2010; Blondeau, David/D-3607-2013	Martinez-Vicente, Victor/0000-0003-3492-583X; Blondeau, David/0000-0002-1696-9022; Tilstone, Gavin/0000-0002-9347-1682												1464-4258					SEP	2004	6	9					875	889	PII S1464-4258(04)75653-6	10.1088/1464-4258/6/9/010								WOS:000224182500010						
J	Haywood, JM; Osborne, SR; Abel, SJ				Haywood, JM; Osborne, SR; Abel, SJ			The effect of overlying absorbing aerosol layers on remote sensing retrievals of cloud effective radius and cloud optical depth	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY																Abel, Steven/H-4880-2012	Abel, Steven/0000-0002-1330-4199												0035-9009					APR	2004	130	598	A				779	800		10.1256/qj.03.100								WOS:000221292200002						
J	Leon, JF; Tanre, D; Pelon, J; Kaufman, YJ; Haywood, JM; Chatenet, B				Leon, JF; Tanre, D; Pelon, J; Kaufman, YJ; Haywood, JM; Chatenet, B			Profiling of a Saharan dust outbreak based on a synergy between active and passive remote sensing	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X	2169-8996				SEP 8	2003	108	D18							8575	10.1029/2002JD002774								WOS:000189017200001						
J	Habauzit, C; Brown, SW; Lykke, KR; Johnson, BC; Feinholz, ME; Yarbrough, M; Clark, DK				Habauzit, C; Brown, SW; Lykke, KR; Johnson, BC; Feinholz, ME; Yarbrough, M; Clark, DK			Radiometric characterization and absolute calibration of the Marine Optical System (MOS) bench unit	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																													0739-0572					MAR	2003	20	3					383	391		10.1175/1520-0426(2003)020<0383:RCAACO>2.0.CO;2								WOS:000181175900005						
J	Gasso, S; Hegg, DA				Gasso, S; Hegg, DA			On the retrieval of columnar aerosol mass and CCN concentration by MODIS	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Gasso, Santiago/H-9571-2014	Gasso, Santiago/0000-0002-6872-0018												2169-897X	2169-8996				JAN 8	2003	108	D1							4010	10.1029/2002JD002382								WOS:000181553400005						
J	Chang, FL; Li, ZQ				Chang, FL; Li, ZQ			Estimating the vertical variation of cloud droplet effective radius using multispectral near-infrared satellite measurements	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Li, Zhanqing/F-4424-2010	Li, Zhanqing/0000-0001-6737-382X												0747-7309					AUG	2002	107	D15							4257	10.1029/2001JD000766								WOS:000178977400016						
J	Del Castillo, CE; Coble, PG; Conmy, RN; Muller-Karger, FE; Vanderbloemen, L; Vargo, GA				Del Castillo, CE; Coble, PG; Conmy, RN; Muller-Karger, FE; Vanderbloemen, L; Vargo, GA			Multispectral in situ measurements of organic matter and chlorophyll fluorescence in seawater: Documenting the intrusion of the Mississippi River plume in the West Florida Shelf	LIMNOLOGY AND OCEANOGRAPHY																Del Castillo, Carlos/N-2601-2013													0024-3590					NOV	2001	46	7					1836	1843		10.4319/lo.2001.46.7.1836								WOS:000172131900028						
J	Simpson, JJ; McIntire, TJ; Stitt, JR; Hufford, GL				Simpson, JJ; McIntire, TJ; Stitt, JR; Hufford, GL			Improved cloud detection in AVHRR daytime and night-time scenes over the ocean	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161					SEP 10	2001	22	13					2585	2615		10.1080/01431160119916								WOS:000170557000010						
J	Shifrin, KS				Shifrin, KS			An algorithm for determining the radiance reflected from the rough sea surface using MODIS-N satellite radiometer data	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892					MAR	2001	39	3					677	681		10.1109/36.911124								WOS:000167628100019						
J	Gao, Y; Kaufman, YJ; Tanre, D; Kolber, D; Falkowski, PG				Gao, Y; Kaufman, YJ; Tanre, D; Kolber, D; Falkowski, PG			Seasonal distributions of aeolian iron fluxes to the global ocean	GEOPHYSICAL RESEARCH LETTERS																													0094-8276					JAN 1	2001	28	1					29	32		10.1029/2000GL011926								WOS:000166291200009						
J	Gasso, S; Hegg, DA; Covert, DS; Collins, D; Noone, KJ; Ostrom, E; Schmid, B; Russell, PB; Livingston, JM; Durkee, PA; Jonsson, H				Gasso, S; Hegg, DA; Covert, DS; Collins, D; Noone, KJ; Ostrom, E; Schmid, B; Russell, PB; Livingston, JM; Durkee, PA; Jonsson, H			Influence of humidity on the aerosol scattering coefficient and its effect on the upwelling radiance during ACE-2	TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY																Gasso, Santiago/H-9571-2014; Collins, Don/F-9617-2012	Gasso, Santiago/0000-0002-6872-0018; 												1600-0889					APR	2000	52	2					546	567		10.1034/j.1600-0889.2000.00055.x								WOS:000087147900025						
J	Hoge, FE; Wright, CW; Lyon, PE; Swift, RN; Yungel, JK				Hoge, FE; Wright, CW; Lyon, PE; Swift, RN; Yungel, JK			Satellite retrieval of the absorption coefficient of phytoplankton phycoerythrin pigment: theory and feasibility status	APPLIED OPTICS																													1559-128X	2155-3165				DEC 20	1999	38	36					7431	7441		10.1364/AO.38.007431								WOS:000084484400019	18324297					
J	Ignatov, A				Ignatov, A			Estimation of the aerosol phase function in backscatter from simultaneous satellite and sun-photometer measurements	JOURNAL OF APPLIED METEOROLOGY																Ignatov, Alexander/F-5594-2010	Ignatov, Alexander/0000-0002-7463-5944												0894-8763					JUN	1997	36	6					688	694		10.1175/1520-0450(1997)036<0688:EOTAPF>2.0.CO;2								WOS:A1997XF58600005						
J	KING, MD; KAUFMAN, YJ; MENZEL, WP; TANRE, D				KING, MD; KAUFMAN, YJ; MENZEL, WP; TANRE, D			REMOTE-SENSING OF CLOUD, AEROSOL, AND WATER-VAPOR PROPERTIES FROM THE MODERATE RESOLUTION IMAGING SPECTROMETER (MODIS)	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																Menzel, W. Paul/B-8306-2011; King, Michael/C-7153-2011	Menzel, W. Paul/0000-0001-5690-1201; King, Michael/0000-0003-2645-7298												0196-2892					JAN	1992	30	1					2	27		10.1109/36.124212								WOS:A1992HC42200001						
