PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kutser, T; Metsamaa, L; Strombeck, N; Vahtmae, E				Kutser, T; Metsamaa, L; Strombeck, N; Vahtmae, E			Monitoring cyanobacterial blooms by satellite remote sensing	ESTUARINE COASTAL AND SHELF SCIENCE																Rohtla, Liisa/G-6403-2017; Kutser, Tiit/H-1304-2015	Rohtla, Liisa/0000-0001-7301-0232; Kutser, Tiit/0000-0001-9679-1422												0272-7714					MAR	2006	67	1-2					303	312		10.1016/j.ecss.2005.11.024								WOS:000235854200025						
J	Satheesh, SK; Srinivasan, J; Moorthy, KK				Satheesh, SK; Srinivasan, J; Moorthy, KK			Contribution of sea-salt to aerosol optical depth over the Arabian Sea derived from MODIS observations	GEOPHYSICAL RESEARCH LETTERS																	Moorthy, K. Krishna/0000-0002-7234-3868												0094-8276	1944-8007				FEB 9	2006	33	3							L03809	10.1029/2005GL024856								WOS:000235361900005						
J	Satheesh, SK; Moorthy, KK; Kaufman, YJ; Takemura, T				Satheesh, SK; Moorthy, KK; Kaufman, YJ; Takemura, T			Aerosol optical depth, physical properties and radiative forcing over the Arabian Sea	METEOROLOGY AND ATMOSPHERIC PHYSICS																Takemura, Toshihiko/C-2822-2009; U-ID, Kyushu/C-5291-2016; Kyushu, RIAM/F-4018-2015	Takemura, Toshihiko/0000-0002-2859-6067; Kyushu, RIAM/0000-0002-3518-444X; Moorthy, K. Krishna/0000-0002-7234-3868												0177-7971					JAN	2006	91	1-4					45	62		10.1007/s00703-004-0097-4								WOS:000234480500005						
J	Szekielda, KH				Szekielda, KH			Use of the first and second chlorophyll absorption bands for marine biogeochemical patch recognition	INDIAN JOURNAL OF MARINE SCIENCES																													0379-5136					DEC	2005	34	4					387	395										WOS:000234721000007						
J	Nakajima, TY; Uchiyama, A; Takamura, T; Tsujioka, N; Takemura, T; Nakajima, T				Nakajima, TY; Uchiyama, A; Takamura, T; Tsujioka, N; Takemura, T; Nakajima, T			Comparisons of warm cloud properties obtained from satellite, ground, and aircraft measurements during APEX intensive observation period in 2000 and 2001	JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN																Takemura, Toshihiko/C-2822-2009; Nakajima, Takashi/C-2747-2009; Nakajima, Teruyuki/H-2370-2013; U-ID, Kyushu/C-5291-2016; Kyushu, RIAM/F-4018-2015	Takemura, Toshihiko/0000-0002-2859-6067; Nakajima, Teruyuki/0000-0002-9042-504X; Kyushu, RIAM/0000-0002-3518-444X												0026-1165	2186-9057				DEC	2005	83	6					1085	1095		10.2151/jmsj.83.1085								WOS:000235347500010						
J	Luderer, G; Coakley, JA; Tahnk, WR				Luderer, G; Coakley, JA; Tahnk, WR			Using sun glint to check the relative calibration of reflected spectral radiances	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																Luderer, Gunnar/G-2967-2012													0739-0572					OCT	2005	22	10					1480	1493		10.1175/JTECH1774.1								WOS:000232908500004						
J	Werdell, PJ; Bailey, SW				Werdell, PJ; Bailey, SW			An improved in-situ bio-optical data set for ocean color algorithm development and satellite data product validation	REMOTE SENSING OF ENVIRONMENT																Werdell, Jeremy/D-8265-2012; Bailey, Sean/D-3077-2017	Bailey, Sean/0000-0001-8339-9763												0034-4257					SEP 30	2005	98	1					122	140		10.1016/j.rse.2005.07.001								WOS:000232329900009						
J	Kaufman, YJ; Koren, I; Remer, LA; Rosenfeld, D; Rudich, Y				Kaufman, YJ; Koren, I; Remer, LA; Rosenfeld, D; Rudich, Y			The effect of smoke, dust, and pollution aerosol on shallow cloud development over the Atlantic Ocean	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																Xiongfei, Zhao/G-7690-2015; Rosenfeld, Daniel/F-6077-2016; Koren, Ilan/K-1417-2012; Rudich, Yinon/K-1498-2012	Rosenfeld, Daniel/0000-0002-0784-7656; Koren, Ilan/0000-0001-6759-6265; Rudich, Yinon/0000-0003-3149-0201												0027-8424					AUG 9	2005	102	32					11207	11212		10.1073/pnas.0505191102								WOS:000231253400017	16076949					
J	Zhang, JL; Reid, JS; Holben, BN				Zhang, JL; Reid, JS; Holben, BN			An analysis of potential cloud artifacts in MODIS over ocean aerosol optical thickness products	GEOPHYSICAL RESEARCH LETTERS																Reid, Jeffrey/B-7633-2014	Reid, Jeffrey/0000-0002-5147-7955												0094-8276	1944-8007				AUG 5	2005	32	15							L15803	10.1029/2005GL023254								WOS:000231141600001						
J	Balch, WM; Gordon, HR; Bowler, BC; Drapeau, DT; Booth, ES				Balch, WM; Gordon, HR; Bowler, BC; Drapeau, DT; Booth, ES			Calcium carbonate measurements in the surface global ocean based on Moderate-Resolution Imaging Spectroradiometer data	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																													0148-0227					JUL 2	2005	110	C7							C07001	10.1029/2004JC002560								WOS:000230482400001						
J	Palmer, PI; Shaw, SL				Palmer, PI; Shaw, SL			Quantifying global marine isoprene fluxes using MODIS chlorophyll observations	GEOPHYSICAL RESEARCH LETTERS																Palmer, Paul/F-7008-2010													0094-8276	1944-8007				MAY 7	2005	32	9							L09805	10.1029/2005GL022592								WOS:000229145300003						
J	Chu, DA; Remer, LA; Kaufman, YJ; Schmid, B; Redemann, J; Knobelspiesse, K; Chern, JD; Livingston, J; Russell, PB; Xiong, X; Ridgway, W				Chu, DA; Remer, LA; Kaufman, YJ; Schmid, B; Redemann, J; Knobelspiesse, K; Chern, JD; Livingston, J; Russell, PB; Xiong, X; Ridgway, W			Evaluation of aerosol properties over ocean from Moderate Resolution Imaging Spectroradiometer (MODIS) during ACE-Asia	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Knobelspiesse, Kirk/S-5902-2016	Knobelspiesse, Kirk/0000-0001-5986-1751												2169-897X	2169-8996				APR 9	2005	110	D7							D07308	10.1029/2004JD005208								WOS:000228378700003						
J	Waquet, F; Leon, JF; Goloub, P; Pelon, J; Tanre, D; Deuze, JL				Waquet, F; Leon, JF; Goloub, P; Pelon, J; Tanre, D; Deuze, JL			Maritime and dust aerosol retrieval from polarized and multispectral active and passive sensors	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X	2169-8996				MAR 26	2005	110	D10							D10S10	10.1029/2004JD004839								WOS:000228154400003						
