PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Komick, NM; Costa, MPF; Gower, J				Komick, N. M.; Costa, M. P. F.; Gower, J.			Bio-optical algorithm evaluation for MODIS for western Canada coastal waters: An exploratory approach using in situ reflectance	REMOTE SENSING OF ENVIRONMENT																Liu, Cheng-Chien/E-4859-2011													0034-4257					APR 15	2009	113	4					794	804		10.1016/j.rse.2008.12.005								WOS:000264503400009						
J	Seabra, VS; da Silva, GC; Cruz, CBM				Seabra, Vinicius Silva; da Silva, Gerson Cardoso, Jr.; Madureira Cruz, Carla Bernadete			The use of geoprocessing to assess vulnerability on the east coast aquifers of Rio de Janeiro State, Brazil	ENVIRONMENTAL GEOLOGY																da Silva Jr., Gerson/C-5767-2013	da Silva Jr., Gerson/0000-0002-7160-0893												0943-0105					APR	2009	57	3					665	674		10.1007/s00254-008-1345-6								WOS:000263870000017						
J	Gulgun, B; Turkyilmaz, B; Bolca, M; Ozen, F				Gulgun, Bahriye; Turkyilmaz, Bahar; Bolca, Mustafa; Ozen, Fulsen			An examination of the effects of land use changes on nature conservation rulings in Ce angstrom me peninsula, Turkey	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369					APR	2009	151	1-4					457	476		10.1007/s10661-008-0289-3								WOS:000263832800044	18484188					
J	D'Alimonte, D				D'Alimonte, Davide			Detection of Mesoscale Eddy-Related Structures Through Iso-SST Patterns	IEEE GEOSCIENCE AND REMOTE SENSING LETTERS																D'Alimonte, Davide/I-6531-2013	D'Alimonte, Davide/0000-0001-7217-7057												1545-598X					APR	2009	6	2					189	193		10.1109/LGRS.2008.2009550								WOS:000265376000003						
J	Acker, J; Lyon, P; Hoge, F; Shen, S; Roffer, M; Gawlikowski, G				Acker, James; Lyon, Paul; Hoge, Frank; Shen, Suhung; Roffer, Mitchell; Gawlikowski, Greg			Interaction of Hurricane Katrina With Optically Complex Water in the Gulf of Mexico: Interpretation Using Satellite-Derived Inherent Optical Properties and Chlorophyll Concentration	IEEE GEOSCIENCE AND REMOTE SENSING LETTERS																													1545-598X	1558-0571				APR	2009	6	2					209	213		10.1109/LGRS.2008.2007658								WOS:000265376000007						
J	Fischer, DT; Still, CJ; Williams, AP				Fischer, Douglas T.; Still, Christopher J.; Williams, A. Park			Significance of summer fog and overcast for drought stress and ecological functioning of coastal California endemic plant species	JOURNAL OF BIOGEOGRAPHY																Fischer, Douglas/A-3022-2008; Williams, Park/B-8214-2016	Fischer, Douglas/0000-0002-8320-7159; Williams, Park/0000-0001-8176-8166												0305-0270					APR	2009	36	4					783	799		10.1111/j.1365-2699.2008.02025.x								WOS:000264073200017						
J	Wilson, PS; Dunton, KH				Wilson, Preston S.; Dunton, Kenneth H.			Laboratory investigation of the acoustic response of seagrass tissue in the frequency band 0.5-2.5 kHz	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA																													0001-4966					APR	2009	125	4					1951	1959		10.1121/1.3086272								WOS:000265838000025	19354371					
J	Yang, CH; Everitt, JH; Fletcher, RS; Jensen, RR; Mausel, PW				Yang, Chenghai; Everitt, James H.; Fletcher, Reginald S.; Jensen, Ryan R.; Mausel, Paul W.			Evaluating AISA plus Hyperspectral Imagery for Mapping Black Mangrove along the South Texas Gulf Coast	PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING																													0099-1112					APR	2009	75	4					425	435		10.14358/PERS.75.4.425								WOS:000264992100009						
J	Zald, HSJ				Zald, Harold S. J.			Extent and spatial patterns of grass bald land cover change (1948-2000), Oregon Coast Range, USA	PLANT ECOLOGY																													1385-0237					APR	2009	201	2					517	529		10.1007/s11258-008-9511-1								WOS:000263888200013						
J	Belkin, IM; Cornillon, PC; Sherman, K				Belkin, Igor M.; Cornillon, Peter C.; Sherman, Kenneth			Fronts in Large Marine Ecosystems	PROGRESS IN OCEANOGRAPHY					ICES Annual Science Conference	2007	Helsinki, FINLAND	ICES																					0079-6611					APR-JUN	2009	81	1-4					223	236		10.1016/j.pocean.2009.04.015								WOS:000269301200016						
J	Ryan, JP; Fischer, AM; Kudela, RM; Gower, JFR; King, SA; Marin, R; Chavez, FP				Ryan, John P.; Fischer, Andrew M.; Kudela, Raphael M.; Gower, James F. R.; King, Stephanie A.; Marin, Roman, III; Chavez, Francisco P.			Influences of upwelling and downwelling winds on red tide bloom dynamics in Monterey Bay, California	CONTINENTAL SHELF RESEARCH																	Ryan, John/0000-0001-7954-5369; Fischer, Andrew/0000-0001-5284-6428												0278-4343	1873-6955				MAR 30	2009	29	5-6					785	795		10.1016/j.csr.2008.11.006								WOS:000265237600003						
J	Minchella, A; Del Frate, F; Capogna, F; Anselmi, S; Manes, F				Minchella, A.; Del Frate, F.; Capogna, F.; Anselmi, S.; Manes, F.			Use of multitemporal SAR data for monitoring vegetation recovery of Mediterranean burned areas	REMOTE SENSING OF ENVIRONMENT																Del Frate, Fabio/G-1413-2013	MANES, Fausto/0000-0002-4563-4272												0034-4257					MAR 16	2009	113	3					588	597		10.1016/j.rse.2008.11.004								WOS:000263308300011						
J	Tomlinson, MC; Wynne, TT; Stumpf, RP				Tomlinson, M. C.; Wynne, T. T.; Stumpf, R. P.			An evaluation of remote sensing techniques for enhanced detection of the toxic dinoflagellate, Karenia brevis	REMOTE SENSING OF ENVIRONMENT																													0034-4257					MAR 16	2009	113	3					598	609		10.1016/j.rse.2008.11.003								WOS:000263308300012						
J	Fasona, M; Omojola, A				Fasona, Mayowa; Omojola, Ademola			Land cover change and land degradation in parts of the southwest coast of Nigeria	AFRICAN JOURNAL OF ECOLOGY																													0141-6707					MAR	2009	47						30	38		10.1111/j.1365-2028.2008.01047.x								WOS:000263035500006						
J	da Silva, CA; Souza-Filho, PWM; Rodrigues, SWP				Araujo da Silva, Clea; Souza-Filho, Pedro Walfir M.; Rodrigues, Suzan W. P.			Morphology and modern sedimentary deposits of the macrotidal Marapanim Estuary (Amazon, Brazil)	CONTINENTAL SHELF RESEARCH																Souza-Filho, Pedro Walfir/J-4958-2012	Souza-Filho, Pedro Walfir/0000-0003-0252-808X												0278-4343					MAR 1	2009	29	3					619	631		10.1016/j.csr.2008.09.018								WOS:000264653000011						
J	Emeis, KC; Struck, U; Leipe, T; Ferdelman, TG				Emeis, Kay-Christian; Struck, Ulrich; Leipe, Thomas; Ferdelman, Timothy G.			Variability in upwelling intensity and nutrient regime in the coastal upwelling system offshore Namibia: results from sediment archives	INTERNATIONAL JOURNAL OF EARTH SCIENCES																Ferdelman, Timothy/A-3758-2013													1437-3254	1437-3262				MAR	2009	98	2					309	326		10.1007/s00531-007-0236-5								WOS:000263542600007						
J	Mehrabian, A; Naqinezhad, A; Mahiny, AS; Mostafavi, H; Liaghati, H; Kouchekzadeh, M				Mehrabian, Ahmadreza; Naqinezhad, Alireza; Mahiny, Abdolrassoul Salman; Mostafavi, Hossein; Liaghati, Homan; Kouchekzadeh, Mohsen			Vegetation Mapping of the Mond Protected Area of Bushehr Province (South-west Iran)	JOURNAL OF INTEGRATIVE PLANT BIOLOGY																	Liaghati, Homan/0000-0003-0604-6328												1672-9072	1744-7909				MAR	2009	51	3					251	260		10.1111/j.1744-7909.2008.00712.x								WOS:000263758500004	19261068					
J	Wang, F; Zhou, B; Xu, JM; Ling, ZY; Zhuo, GD				Wang Fan; Zhou Bin; Xu Jian-ming; Ling Zai-ying; Zhuo Gen-di			Surface Spectral Measurement and Characteristics Analysis of Turbid Water in Hangzhou Bay	SPECTROSCOPY AND SPECTRAL ANALYSIS																Xu, Jianming/C-8752-2016													1000-0593					MAR	2009	29	3					730	734		10.3964/j.issn.1000-0593(2009)03-0730-05								WOS:000263801800035						
J	Doyle, TW; Krauss, KW; Wells, CJ				Doyle, Thomas W.; Krauss, Ken W.; Wells, Christopher J.			LANDSCAPE ANALYSIS AND PATTERN OF HURRICANE IMPACT AND CIRCULATION ON MANGROVE FORESTS OF THE EVERGLADES	WETLANDS																													0277-5212					MAR	2009	29	1					44	53		10.1672/07-233.1								WOS:000265294500006						
J	Stumpf, RP; Tomlinson, MC; Calkins, JA; Kirkpatrick, B; Fisher, K; Nierenberg, K; Currier, R; Wynne, TT				Stumpf, Richard P.; Tomlinson, Michelle C.; Calkins, Julie A.; Kirkpatrick, Barbara; Fisher, Kathleen; Nierenberg, Kate; Currier, Robert; Wynne, Timothy T.			Skill assessment for an operational algal bloom forecast system	JOURNAL OF MARINE SYSTEMS																CALKINS, JULIE/K-2668-2012													0924-7963					FEB 20	2009	76	1-2					151	161		10.1016/j.jmarsys.2008.05.016								WOS:000263851000011	20628532					
J	Maiti, S; Bhattacharya, AK				Maiti, Sabyasachi; Bhattacharya, Amit K.			Shoreline change analysis and its application to prediction: A remote sensing and statistics based approach	MARINE GEOLOGY																													0025-3227					FEB 15	2009	257	1-4					11	23		10.1016/j.margeo.2008.10.006								WOS:000264002400002						
J	Schuster, GL; Lin, B; Dubovik, O				Schuster, Gregory L.; Lin, Bing; Dubovik, Oleg			Remote sensing of aerosol water uptake	GEOPHYSICAL RESEARCH LETTERS																Dubovik, Oleg/A-8235-2009	Dubovik, Oleg/0000-0003-3482-6460												0094-8276	1944-8007				FEB 10	2009	36								L03814	10.1029/2008GL036576								WOS:000263328200006						
J	Song, CK; Ho, CH; Park, RJ; Choi, YS; Kim, J; Gong, DY; Lee, YB				Song, Chang-Keun; Ho, Chang-Hoi; Park, Rokjin J.; Choi, Yong-Sang; Kim, Jhoon; Gong, Dao-Yi; Lee, Yun-Bok			Spatial and Seasonal Variations of Surface PM10 Concentration and MODIS Aerosol Optical Depth over China	ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES																li, dongsheng/B-2285-2012; Choi, Yong-Sang/F-8072-2013; Ho, Chang-Hoi/H-8354-2015; Park, Rokjin/I-5055-2012; Kwon, Yulee/B-8433-2009; Song, Chang-Keun/S-2255-2016	Park, Rokjin/0000-0001-8922-0234; Kwon, Yulee/0000-0002-6515-9181; Song, Chang-Keun/0000-0002-8811-2626												1976-7633					FEB	2009	45	1					33	43										WOS:000267912100003						
J	Anderson, CR; Siegel, DA; Kudela, RM; Brzezinski, MA				Anderson, Clarissa R.; Siegel, David A.; Kudela, Raphael M.; Brzezinski, Mark A.			Empirical models of toxigenic Pseudo-nitzschia blooms: Potential use as a remote detection tool in the Santa Barbara Channel	HARMFUL ALGAE																Siegel, David/C-5587-2008													1568-9883					FEB	2009	8	3					478	492		10.1016/j.hal.2008.10.005								WOS:000263506500011						
J	French, JR; Burningham, H				French, J. R.; Burningham, H.			Coastal geomorphology: trends and challenges	PROGRESS IN PHYSICAL GEOGRAPHY																French, Jonathan/C-2455-2008	French, Jonathan/0000-0002-0330-3555; Burningham, Helene/0000-0002-2897-2608												0309-1333					FEB	2009	33	1					117	129		10.1177/0309133309105036								WOS:000267087900007						
J	Paillou, P; Schuster, M; Tooth, S; Farr, T; Rosenqvist, A; Lopez, S; Malezieux, JM				Paillou, Philippe; Schuster, Mathieu; Tooth, Stephen; Farr, Tom; Rosenqvist, Ake; Lopez, Sylvia; Malezieux, Jean-Marie			Mapping of a major paleodrainage system in eastern Libya using orbital imaging radar: The Kufrah River	EARTH AND PLANETARY SCIENCE LETTERS																Tooth, Stephen/B-6105-2013	Tooth, Stephen/0000-0001-5714-2606; Farr, Thomas/0000-0001-5406-2096												0012-821X					JAN 30	2009	277	3-4					327	333		10.1016/j.epsl.2008.10.029								WOS:000263208800004						
J	de Boer, GJ; Pietrzak, JD; Winterwerp, JC				de Boer, Gerben J.; Pietrzak, Julie D.; Winterwerp, Johan C.			SST observations of upwelling induced by tidal straining in the Rhine ROFI	CONTINENTAL SHELF RESEARCH					13th Biennial Conference on the Physics of Estuaries and Coastal Seas (PECS)	SEP, 2006	Astoria, OR																						0278-4343					JAN 15	2009	29	1					263	277		10.1016/j.csr.2007.06.011								WOS:000262885800020						
J	Priede, IG; Miller, PI				Priede, Imants G.; Miller, Peter I.			A basking shark (Cetorhinus maximus) tracked by satellite together with simultaneous remote sensing II: New analysis reveals orientation to a thermal front	FISHERIES RESEARCH																Miller, Peter/E-4525-2013	Miller, Peter/0000-0002-5292-8789; Priede, Imants/0000-0002-5064-9751												0165-7836					JAN 14	2009	95	2-3					370	372		10.1016/j.fishres.2008.09.038								WOS:000262350300028						
J	Zhang, L; Zhang, B; Chen, ZC; Zheng, LF; Tong, QX				Zhang Liang; Zhang Bin; Chen Zhengchao; Zheng Lanfen; Tong Qingxi			The application of hyperspectral remote sensing to coast environment investigation	ACTA OCEANOLOGICA SINICA																													0253-505X						2009	28	2					1	13										WOS:000266647100001						
J	Liu, Y; Li, GS				Liu Ying; Li Guosheng			Study of attenuation depths for MODIS bands in the Bohai Sea in China	ACTA OCEANOLOGICA SINICA																													0253-505X	1869-1099					2009	28	5					39	48										WOS:000273214400005						
J	Yan, ZZ; Tang, DL				Yan, Zhongzheng; Tang, Danling			Changes in suspended sediments associated with 2004 Indian Ocean tsunami	ADVANCES IN SPACE RESEARCH																Yan, Zhongzheng/H-4970-2015	Tang, Danling/0000-0002-4645-8688												0273-1177					JAN 1	2009	43	1					89	95		10.1016/j.asr.2008.03.002								WOS:000262541500010						
J	Lee, H; Irie, H; Kim, YJ; Noh, Y; Lee, C; Kim, Y; Chun, KJ				Lee, Hanlim; Irie, H.; Kim, Young J.; Noh, Youngmin; Lee, Chulkyu; Kim, Yeosook; Chun, Kee J.			Retrieval of Aerosol Extinction in the Lower Troposphere Based on UV MAX-DOAS Measurements	AEROSOL SCIENCE AND TECHNOLOGY																													0278-6826						2009	43	5					502	509		10.1080/02786820902769691								WOS:000264201000010						
J	Shinozuka, Y; Clarke, AD; DeCarlo, PF; Jimenez, JL; Dunlea, EJ; Roberts, GC; Tomlinson, JM; Collins, DR; Howell, SG; Kapustin, VN; McNaughton, CS; Zhou, J				Shinozuka, Y.; Clarke, A. D.; DeCarlo, P. F.; Jimenez, J. L.; Dunlea, E. J.; Roberts, G. C.; Tomlinson, J. M.; Collins, D. R.; Howell, S. G.; Kapustin, V. N.; McNaughton, C. S.; Zhou, J.			Aerosol optical properties relevant to regional remote sensing of CCN activity and links to their organic mass fraction: airborne observations over Central Mexico and the US West Coast during MILAGRO/INTEX-B	ATMOSPHERIC CHEMISTRY AND PHYSICS																Tomlinson, Jason/C-6566-2009; Collins, Don/F-9617-2012; DeCarlo, Peter/B-2118-2008; Jimenez, Jose/A-5294-2008	DeCarlo, Peter/0000-0001-6385-7149; Jimenez, Jose/0000-0001-6203-1847												1680-7316	1680-7324					2009	9	18					6727	6742		10.5194/acp-9-6727-2009								WOS:000270131400006						
J	Rudorff, CAG; Lorenzzetti, JA; Gherardi, DFM; Lins-Oliveira, JE				Goes Rudorff, Camila Aguirre; Lorenzzetti, Joao Antonio; Gherardi, Douglas F. M.; Lins-Oliveira, Jorge Eduardo			APPLICATION OF REMOTE SENSING TO THE STUDY OF THE PELAGIC SPINY LOBSTER LARVAL TRANSPORT IN THE TROPICAL ATLANTIC	BRAZILIAN JOURNAL OF OCEANOGRAPHY					1st Seminar on Remote Sensing Applied to Fishing	SEP 11-12, 2006	Sao Jose dos Campos, BRAZIL									Gherardi, Douglas/I-1079-2015	Lorenzzetti, Joao A./0000-0003-3752-1021												1679-8759					JAN-MAR	2009	57	1					7	16		10.1590/S1679-87592009000100002								WOS:000266903300002						
J	Bergquist, DC; Heuberger, D; Sturmer, LN; Baker, SM				Bergquist, Derk C.; Heuberger, David; Sturmer, Leslie N.; Baker, Shirley M.			Continuous water quality monitoring for the hard clam industry in Florida, USA	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369					JAN	2009	148	1-4					409	419		10.1007/s10661-008-0171-3								WOS:000261581800036	18320336					
J	Davidson, K; Miller, P; Wilding, TA; Shutler, J; Bresnan, E; Kennington, K; Swan, S				Davidson, Keith; Miller, Peter; Wilding, Thomas A.; Shutler, Jamie; Bresnan, Eileen; Kennington, Kevin; Swan, Sarah			A large and prolonged bloom of Karenia mikimotoi in Scottish waters in 2006	HARMFUL ALGAE																Miller, Peter/E-4525-2013; Davidson, Keith/A-5474-2013	Miller, Peter/0000-0002-5292-8789; Davidson, Keith/0000-0001-9269-3227; Swan, Sarah/0000-0003-0118-5468												1568-9883					JAN	2009	8	2					349	361		10.1016/j.hal.2008.07.007								WOS:000262803800019						
J	Castelle, B				Castelle, Bruno			Wave-dominated sandy beach dynamics: the inputs of numerical modelling and video imagery	HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU					Conference on New Approches of Coastal Risk	JAN 30-31, 2008	Paris, FRANCE										Castelle, Bruno/0000-0003-1740-7395												0018-6368	1958-5551					2009		1					64	70		10.1051/lhb:2009007								WOS:000264536900009						
J	de Pablo, MA; Komatsu, G				Angel de Pablo, Miguel; Komatsu, Goro			Possible pingo fields in the Utopia basin, Mars: Geological and climatical implications	ICARUS																Komatsu, Goro/I-7822-2012; de Pablo, Miguel Angel/J-6442-2014	Komatsu, Goro/0000-0003-4155-108X; de Pablo, Miguel Angel/0000-0002-4496-2741												0019-1035	1090-2643				JAN	2009	199	1					49	74		10.1016/j.icarus.2008.09.007								WOS:000262446800004						
J	Howari, FM; Jordan, BR; Bouhouche, N; Wyllie-Echeverria, S				Howari, Fares M.; Jordan, Benjamin R.; Bouhouche, Naima; Wyllie-Echeverria, Sandy			Field and Remote-Sensing Assessment of Mangrove Forests and Seagrass Beds in the Northwestern Part of the United Arab Emirates	JOURNAL OF COASTAL RESEARCH																													0749-0208					JAN	2009	25	1					48	56		10.2112/07-0867.1								WOS:000262698900005						
J	Hughes, LP; Richards, R				Hughes, L. P.; Richards, R.			An Acoustic and Wireless Network Linking an Offshore Seabed Current and Wave Monitoring Station to a Shore Based Receiver	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas																					0749-0208						2009			1		56		1	4										WOS:000266722300002						
J	Cristina, SV; Goela, P; Icely, JD; Newton, A; Fragoso, B				Cristina, S. V.; Goela, P.; Icely, J. D.; Newton, A.; Fragoso, B.			Assessment of Water-Leaving Reflectances of Oceanic and Coastal Waters Using MERIS Satellite Products off the Southwest Coast of Portugal	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas									Newton, Alice/0000-0001-9286-5914; Cristina, Sonia/0000-0002-5716-9750												0749-0208	1551-5036					2009			2		56		1479	1483										WOS:000266722400117						
J	de Vries, S; Hill, D; de Schipper, MA; Stive, MJF				de Vries, S.; Hill, D.; de Schipper, M. A.; Stive, M. J. F.			Using Stereo Photogrammetry to Measure Coastal Waves	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas									de Vries, Sierd/0000-0001-5865-3715; Stive, Marcel/0000-0002-9820-6351; de Schipper, Matthieu/0000-0002-3512-6039												0749-0208						2009			2		56		1484	1488										WOS:000266722400118						
J	Finkl, CW; Andrews, JL				Finkl, C. W.; Andrews, J. L.			Shelf Geomorphology along the Southeast Florida Atlantic Continental Platform: Interpretation of Airborne Laser Bathymetry	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas																					0749-0208						2009			2		56		1494	1498										WOS:000266722400120						
J	Rihouey, D; Dugor, J; Dailloux, D; Morichon, D				Rihouey, D.; Dugor, J.; Dailloux, D.; Morichon, D.			Application of remote sensing video systems to coastal defence monitoring	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas																					0749-0208						2009			2		56		1582	1586										WOS:000266722400138						
J	Souza, PWM; Goncalves, FD; Rodrigues, SWP; Costa, FR; Miranda, FP				Souza-Filho, P. W. M.; Goncalves, F. D.; Rodrigues, S. W. P.; Costa, F. R.; Miranda, F. P.			Multi-Sensor Data Fusion for Geomorphological and Environmental Sensitivity Index Mapping in the Amazonian Mangrove Coast, Brazil	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas								Souza-Filho, Pedro Walfir/J-4958-2012	Souza-Filho, Pedro Walfir/0000-0003-0252-808X												0749-0208						2009			2		56		1592	1596										WOS:000266722400140						
J	Suursaar, U; Kutser, T; Aps, R; Kullas, T; Vahtmae, E; Metsamaa, L; Otsmann, M				Suursaar, Ue.; Kutser, T.; Aps, R.; Kullas, T.; Vahtmaee, E.; Metsamaa, L.; Otsmann, M.			Hydrodynamically Induced or Modified Patterns Derived from Satellite Images in the Coastal Waters of Estonia	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas								Kutser, Tiit/H-1304-2015; Rohtla, Liisa/G-6403-2017; Suursaar, Ulo/E-6481-2012	Rohtla, Liisa/0000-0001-7301-0232; Suursaar, Ulo/0000-0002-3474-8151; Kutser, Tiit/0000-0001-9679-1422												0749-0208	1551-5036					2009			2		56		1602	1606										WOS:000266722400142						
J	Bianchette, TA; Liu, KB; Lam, NSN; Kiage, LM				Bianchette, T. A.; Liu, K. -B.; Lam, N. S. -N.; Kiage, L. M.			Ecological Impacts of Hurricane Ivan on the Gulf Coast of Alabama: A Remote Sensing Study	JOURNAL OF COASTAL RESEARCH					10th International Coastal Symposium (ICS 2009)	APR 13-18, 2009	Lisbon, PORTUGAL	Coastal Educ Res Fdn, Ctr Estud Geograf Planeament Reg, Univ Nova Lisbon, Fac Cienc Soc Humanas								Liu, Kam-biu/B-4966-2012	Liu, Kam-biu/0000-0002-0038-2198												0749-0208						2009			2		56		1622	1626										WOS:000266722400146						
J	Trainer, VL; Hickey, BM; Lessard, EJ; Cochlan, WP; Trick, CG; Wells, ML; MacFadyen, A; Moore, SK				Trainer, Vera L.; Hickey, Barbara M.; Lessard, Evelyn J.; Cochlan, William P.; Trick, Charles G.; Wells, Mark L.; MacFadyen, Amoreena; Moore, Stephanie K.			Variability of Pseudo-nitzschia and domoic acid in the Juan de Fuca eddy region and its adjacent shelves	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590					JAN	2009	54	1					289	308		10.4319/lo.2009.54.1.0289								WOS:000265168800023						
J	Park, S; Lee, DU; Seo, JW				Park, Sangwook; Lee, Da-Un; Seo, Jang-Won			Operational Wind Wave Prediction System at KMA	MARINE GEODESY					Storm Surge Symposium 2007	OCT 02-06, 2007	Seoul, SOUTH KOREA	Korea Meteorol Adm, Joint Tech Commiss Oceanography & Marine Meteorol, World Meteorol Org, UNESCO, Intergovt Oceanograph Commiss																					0149-0419						2009	32	2					133	150	PII 911063376	10.1080/01490410902869243								WOS:000266025600006						
J	Beck, E; Kirkwood, W; Caress, D; Berk, T; Mahacek, P; Brashem, K; Acain, J; Reddy, V; Kitts, C; Skutnik, J; Wheat, G				Beck, Erin; Kirkwood, William; Caress, David; Berk, Todd; Mahacek, Paul; Brashem, Kevin; Acain, Jose; Reddy, Vivek; Kitts, Christopher; Skutnik, John; Wheat, Geoff			SeaWASP: A Small Waterplane Area Twin Hull Autonomous Platform for Shallow Water Mapping	MARINE TECHNOLOGY SOCIETY JOURNAL																	Caress, David/0000-0002-6596-9133												0025-3324						2009	43	1					6	12		10.4031/MTSJ.43.1.7								WOS:000265977400003						
J	Vilicic, D; Kuzmic, M; Bosak, S; Silovic, T; Hrustic, E; Buric, Z				Vilicic, Damir; Kuzmic, Milivoj; Bosak, Suncica; Silovic, Tina; Hrustic, Enis; Buric, Zrinka			Distribution of phytoplankton along the thermohaline gradient in the north-eastern Adriatic channel; winter aspect	OCEANOLOGIA																Bosak, Suncica/L-7149-2015	Bosak, Suncica/0000-0002-4604-2324												0078-3234						2009	51	4					495	513		10.5697/oc.51-4.495								WOS:000273188900002						
J	Generoso, S; Bey, I; Labonne, M; Breon, FM				Generoso, Sylvia; Bey, Isabelle; Labonne, Mathieu; Breon, Francois-Marie			Aerosol vertical distribution in dust outflow over the Atlantic: Comparisons between GEOS-Chem and Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO)	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Chem, GEOS/C-5595-2014; Breon, Francois-Marie/M-4639-2016	Breon, Francois-Marie/0000-0003-2128-739X; Generoso, Sylvia/0000-0002-2197-482X												2169-897X	2169-8996				DEC 27	2008	113								D24209	10.1029/2008JD010154								WOS:000262041900004						
J	Angelopoulos, V; Sibeck, D; Carlson, CW; McFadden, JP; Larson, D; Lin, RP; Bonnell, JW; Mozer, FS; Ergun, R; Cully, C; Glassmeier, KH; Auster, U; Roux, A; LeContel, O; Frey, S; Phan, T; Mende, S; Frey, H; Donovan, E; Russell, CT; Strangeway, R; Liu, J; Mann, I; Rae, IJ; Raeder, J; Li, X; Liu, W; Singer, HJ; Sergeev, VA; Apatenkov, S; Parks, G; Fillingim, M; Sigwarth, J				Angelopoulos, V.; Sibeck, D.; Carlson, C. W.; McFadden, J. P.; Larson, D.; Lin, R. P.; Bonnell, J. W.; Mozer, F. S.; Ergun, R.; Cully, C.; Glassmeier, K. H.; Auster, U.; Roux, A.; LeContel, O.; Frey, S.; Phan, T.; Mende, S.; Frey, H.; Donovan, E.; Russell, C. T.; Strangeway, R.; Liu, J.; Mann, I.; Rae, I. J.; Raeder, J.; Li, X.; Liu, W.; Singer, H. J.; Sergeev, V. A.; Apatenkov, S.; Parks, G.; Fillingim, M.; Sigwarth, J.			First Results from the THEMIS Mission	SPACE SCIENCE REVIEWS																Cully, Christopher/P-2539-2016; Sibeck, David/D-4424-2012; Rae, Jonathan/D-8132-2013; Apatenkov, Sergey/J-4899-2013; Sergeev, Victor/H-1173-2013; Liu, Wenlong/G-5585-2013	Sergeev, Victor/0000-0002-4569-9631; Liu, Wenlong/0000-0001-7991-5067; Donovan, Eric/0000-0002-8557-4155; Liu, Jiang/0000-0002-7489-9384; Frey, Harald/0000-0001-8955-3282; Apatenkov, Sergey/0000-0001-8959-3479												0038-6308					DEC	2008	141	1-4					453	476		10.1007/s11214-008-9378-4								WOS:000262089000019						
